
40.880335, -93.508271
40.877425, -93.507353
40.876727, -93.508585
40.881104, -93.508679
40.881243, -93.510414
40.882434, -93.509851
40.880514, -93.511419
40.880228, -93.506847

40.880087, -93.507679   40.880139, -93.507680   40.880191, -93.507677
40.877693, -93.507897   40.877636, -93.507897   40.877575, -93.507895
40.876475, -93.508136   40.876443, -93.508159   40.876409, -93.508171
40.880324, -93.508848   40.880375, -93.508847   40.880430, -93.508843
40.881027, -93.510571   40.881022, -93.510637   40.881022, -93.510706
40.882051, -93.510056   40.882101, -93.510028   40.882153, -93.510005
40.880836, -93.511258   40.880780, -93.511258   40.880726, -93.511262
40.880388, -93.507307   40.880372, -93.507246   40.880350, -93.507184
40.878126, -93.506663   40.878071, -93.506661   40.878018, -93.506666
